revenue_usd_millions,pitchbook_valuation_usd_millions,pitchbook_primary_industry_group,pitchbook_primary_industry_sector,pitchbook_verticals,pitchbook_hq_location,pitchbook_hq_country,pitchbook_last_financing_date,pitchbook_last_financing_size_usd_millions,pitchbook_last_financing_deal_type,employee_count_pitchbook,employee_count_linkedin_scraped,employee_count_crunchbase_range,company_size_category,crunchbase_revenue_range,crunchbase_industry_tags,crunchbase_industry_category,total_funding_usd,num_funding_rounds,avg_round_size_usd,total_investors,latest_funding_type,latest_funding_date,months_since_last_funding,funding_stage_encoded,country,state_region,city,founded_year,company_age_years,is_public,ipo_date,ipo_exchange,ipo_ticker,revenue_tier,is_pe_backed,num_pe_investors,ml_predicted_revenue,ml_prediction_confidence
387.37,1200.0,Computer Hardware,Information Technology,"TMT, SaaS","Salt Lake City, UT",United States,2014-07-23,1200.0,Merger/Acquisition,883.0,10.0,c_00501_01000,,r_00100000,"Virtualization, Software, Infrastructure, Flash Storage, Enterprise Software, Database, Cloud Computing, Data and Analytics, Hardware, Information Technology, Internet Services","Other, Internet Services, Information Technology, Hardware, Data and Analytics, Cloud Computing, Database, Enterprise Software, Flash Storage, Infrastructure, Software, Virtualization",111500000,3,37166666,11,series_c,2010-04-21,187.0,4.0,United States,Utah,Salt Lake City,,,True,,nyse,,,True,4,56963429.0,0.95
3.4,115.0,Software,Information Technology,"Big Data, SaaS, CloudTech & DevOps","San Francisco, CA",United States,2024-08-21,,Merger/Acquisition,52.0,15.0,c_00051_00100,,r_00010000,"Information Technology, Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software, Analytics","Software, Science and Engineering, Data and Analytics, Analytics, Artificial Intelligence (AI), Information Technology",50100000,3,16700000,5,series_b,2021-07-27,52.0,3.0,United States,California,San Mateo,,,False,,,,,True,2,28312181.0,0.85
16.2,230.0,Software,Information Technology,"SaaS, Artificial Intelligence & Machine Learning","Philadelphia, PA",United States,2020-04-20,30.0,Later Stage VC,60.0,,,,r_00001000,,"Artificial Intelligence (AI), Enterprise Applications, Enterprise Software, IT Infrastructure, Knowledge Management",0,0,0,0,,,,,United States,,,2013.0,12.0,False,,,,,True,1,,
100.0,1200.0,Other Financial Services,Financial Services,"FinTech, TMT","Sandy, UT",United States,2020-05-14,1200.0,Merger/Acquisition,1600.0,,,,r_00010000,,"Health Care, Mobile Apps, Wellness",0,0,0,0,,,,,United States,,,2018.0,7.0,False,,,,,True,1,,
100.0,400.0,Software,Information Technology,"SaaS, Big Data","Chapel Hill, NC",United States,2024-07-18,350.0,PE Growth/Expansion,500.0,470.0,c_00251_00500,,r_00050000,"Database, Data Visualization, Data Integration, Cloud Data Services, Big Data, Data and Analytics, Design, Information Technology, Internet Services, Software","Software, Internet Services, Information Technology, Design, Data and Analytics, Big Data, Cloud Data Services, Data Integration, Data Visualization, Database",510000000,3,170000000,3,private_equity,2024-06-26,17.0,6.0,United States,North Carolina,Chapel Hill,,,False,,,,,True,2,82236730.0,0.9
500.0,1250.0,Consumer Durables,Consumer Products and Services (B2C),Manufacturing,"Irvine, CA",United States,2022-09-30,205.06,Debt - General,3300.0,,,,r_00100000,,"Consumer Goods, Manufacturing, Retail",0,0,0,0,,,,,United States,,,1956.0,69.0,False,,,,,True,1,,
229.45,1961.43,Other Financial Services,Financial Services,"FinTech, TMT","London, United Kingdom",United Kingdom,2018-09-28,574.62,IPO,868.0,,,,,,"Angel Investment, Asset Management, Blockchain, Cryptocurrency, Financial Services",0,0,0,0,,,,,United Kingdom,,,2022.0,3.0,False,,,,,True,3,,
10.7,1025.0,Software,Information Technology,"Supply Chain Tech, SaaS, Artificial Intelligence & Machine Learning","Mountain View, CA",United States,2022-03-21,115.0,Later Stage VC,425.0,655.0,c_00251_00500,,r_00100000,,,195500000,4,48875000,6,series_d,2022-03-21,44.0,5.0,United States,California,Palo Alto,,,False,,,,,True,1,97672452.0,0.9
112.0,1300.0,Software,Information Technology,"SaaS, Cybersecurity, Internet of Things, FinTech","Independence, OH",United States,2025-05-12,,Debt - Acquisition,490.0,468.0,c_00501_01000,,r_00000000,,,211850000,7,35308333,5,private_equity,2023-10-24,25.0,6.0,United States,Ohio,Independence,,,False,,,,,True,1,82236730.0,0.9
200.0,160.0,Software,Information Technology,"SaaS, Big Data, Artificial Intelligence & Machine Learning, Cybersecurity","Irvine, CA",United States,2025-02-03,160.0,Merger/Acquisition,383.0,107.0,c_00501_01000,,r_00100000,,,297000000,6,59400000,17,secondary_market,2018-10-01,85.0,6.0,United States,California,Irvine,,,False,,,,,True,4,50350196.0,0.9
31.8,217.0,Software,Information Technology,"EdTech, TMT","Irvine, CA",United States,2022-04-01,,Buyout/LBO,600.0,82.0,c_00101_00250,,r_00100000,,,0,2,0,2,private_equity,2018-07-01,88.0,6.0,United States,California,Irvine,,,False,,,,,True,3,44860958.0,0.6
54.72,,Software,Information Technology,"CloudTech & DevOps, SaaS, TMT","South Brisbane, Australia",Australia,2025-10-07,30.0,PE Growth/Expansion,300.0,351.0,c_00251_00500,,r_00010000,,,204425560,3,68141853,2,series_unknown,2025-10-08,1.0,1.0,Australia,Queensland,Brisbane,,,False,,,,,True,1,27607716.0,0.8
100.0,3700.0,Software,Information Technology,"SaaS, HR Tech","New York, NY",United States,2023-08-29,,Secondary Transaction - Private,1400.0,729.0,c_00501_01000,,r_00100000,,Financial Services,444500000,8,63500000,17,series_d,2021-09-11,50.0,5.0,United States,New York,New York,,,False,,,,,True,2,104106528.0,0.9
77.2,407.14,Software,Information Technology,"SaaS, CloudTech & DevOps, Artificial Intelligence & Machine Learning","Berlin, Germany",Germany,2021-03-22,98.4,Later Stage VC,572.0,506.0,c_00501_01000,,r_00001000,,,126216131,2,63108065,2,series_b,2021-03-22,56.0,3.0,Germany,Berlin,Berlin,,,False,,,,,True,1,58436505.0,0.85
400.0,4500.0,Software,Information Technology,"Cybersecurity, Artificial Intelligence & Machine Learning, SaaS","Atlanta, GA",United States,2023-07-24,150.0,Later Stage VC,2574.0,2476.0,c_01001_05000,,r_00100000,,,2070000000,6,345000000,8,series_unknown,2023-07-24,28.0,1.0,United States,Georgia,Atlanta,,,False,,,,,True,1,191736221.0,0.8
4.3,550.0,Software,Information Technology,"CloudTech & DevOps, SaaS","San Francisco, CA",United States,2023-04-17,50.0,Later Stage VC,284.0,296.0,c_00101_00250,,r_00001000,,,146900000,7,20985714,15,series_d,2023-04-06,31.0,5.0,United States,California,San Francisco,,,False,,,,,True,3,50965409.0,0.9
10.0,150.0,Software,Information Technology,Mobile,"San Francisco, CA",United States,2020-08-18,,Buyout/LBO,118.0,21.0,c_00011_00050,,r_00010000,,,41000000,3,13666666,15,series_b,2018-05-01,90.0,3.0,United States,California,San Francisco,,,False,,,,,True,2,28654265.0,0.85
14.0,598.7,Software,Information Technology,"SaaS, TMT","San Francisco, CA",United States,2025-06-12,78.79,Later Stage VC,193.0,268.0,c_00251_00500,,r_00001000,,,177000000,7,35400000,11,series_d,2025-06-12,5.0,5.0,United States,California,San Francisco,,,False,,,,,True,2,48677539.0,0.9
134.88,7.96,Healthcare Services,Healthcare,Digital Health,"Naples, Italy",Italy,2023-12-14,,Early Stage VC,156.0,,c_01001_05000,,,,,17553614,3,8776807,8,series_a,2022-07-21,40.0,2.0,Italy,Campania,Napoli,,,False,,,,,True,1,25633543.0,0.5
11.8,310.02,Software,Information Technology,"FinTech, SaaS","Jacksonville, FL",United States,2024-08-14,125.0,Later Stage VC,250.0,237.0,c_00101_00250,,r_00050000,"FinTech, Financial Services, Banking, Lending and Investments","Lending and Investments, Banking, Financial Services, FinTech",199421264,11,19942126,12,undisclosed,2024-08-14,15.0,1.0,United States,Florida,Jacksonville,,,False,,,,,True,1,22594198.0,0.8
300.0,500.0,Software,Information Technology,,"San Francisco, CA",United States,2025-03-24,,IPO,1149.0,1158.0,c_01001_05000,,r_00100000,"Software, Security, IT Management, Information Technology, Identity Management, Cyber Security, Compliance, Cloud Security, Privacy and Security, Professional Services",,0,1,0,2,private_equity,2021-03-02,56.0,6.0,United States,California,Redwood City,,,False,,,,,True,5,200005422.0,0.6
42.39,229.32,Software,Information Technology,"B2B Payments, FinTech","Solna, Sweden",Sweden,2023-05-11,229.32,Buyout/LBO,185.0,207.0,c_00101_00250,,r_00001000,,,0,1,0,1,private_equity,2021-03-10,56.0,6.0,Sweden,Stockholms Lan,Solna,,,False,,,,,True,1,53111474.0,0.6
30.27,,Software,Information Technology,"Artificial Intelligence & Machine Learning, Manufacturing, Mobile","Munich, Germany",Germany,2023-07-26,20.98,Early Stage VC,300.0,223.0,c_00251_00500,,r_00001000,,,20518159,1,20518159,1,series_a,2023-08-24,27.0,2.0,Germany,Bayern,Munich,,,False,,,,,True,1,29010054.0,0.85
1.5,,Software,Information Technology,SaaS,"Beloit, WI",United States,2024-09-30,,Buyout/LBO,335.0,346.0,c_00011_00050,,r_00001000,,,14000000,3,7000000,2,private_equity,2017-07-05,100.0,6.0,United States,Wisconsin,Beloit,,,False,,,,,True,1,66897444.0,0.9
33.3,500.0,Software,Information Technology,"SaaS, Big Data, Artificial Intelligence & Machine Learning, Cybersecurity","San Mateo, CA",United States,2024-08-14,456.0,PE Growth/Expansion,304.0,317.0,c_00501_01000,,,,,592010901,7,98668483,4,private_equity,2024-08-14,15.0,6.0,United States,California,San Mateo,,,False,,,,,True,1,60091211.0,0.9
7.4,52.03,Software,Information Technology,SaaS,"Lyon, France",France,2024-12-02,,Buyout/LBO,109.0,103.0,c_00051_00100,,r_00010000,,,32892016,5,10964005,14,series_unknown,2024-12-02,11.0,1.0,France,Rhone-Alpes,Lyon,,,False,,,,,True,1,20732433.0,0.8
15.0,325.0,Software,Information Technology,Cybersecurity,"Alexandria, VA",United States,2025-03-05,75.0,Later Stage VC,238.0,247.0,c_00101_00250,,r_00001000,,,108500000,3,36166666,9,series_b,2025-03-05,8.0,3.0,United States,Virginia,Alexandria,,,False,,,,,True,1,36473266.0,0.85
3.0,243.0,Healthcare Technology Systems,Healthcare,"Oncology, Life Sciences, Artificial Intelligence & Machine Learning","Philadelphia, PA",United States,2025-03-19,50.0,Later Stage VC,123.0,126.0,c_00101_00250,,r_00001000,,,129844470,7,18549210,18,series_d,2025-03-19,8.0,5.0,United States,Pennsylvania,Philadelphia,,,False,,,,,True,1,45103702.0,0.9
5.04,14.69,Healthcare Technology Systems,Healthcare,"Digital Health, Mobile, HealthTech","Chicago, IL",United States,,,Secondary Transaction - Private,16.0,50.0,c_00011_00050,,r_00001000,"Software, Health Care, Enterprise Software, Elderly, Community and Lifestyle","Community and Lifestyle, Elderly, Enterprise Software, Health Care, Software",25286989,5,6321747,8,series_unknown,2019-07-10,76.0,1.0,United States,Illinois,Chicago,,,False,,,,,True,1,18173076.0,0.8
150.0,1200.0,Commercial Services,Business Products and Services (B2B),"SaaS, Industrials, Supply Chain Tech, Artificial Intelligence & Machine Learning","McLean, VA",United States,2025-03-26,43.4,Debt - General,1000.0,852.0,c_00501_01000,,r_00100000,"Supply Chain Management, Software, SaaS, Risk Management, Legal, Information Technology, Compliance, Artificial Intelligence (AI), Data and Analytics, Professional Services, Science and Engineering, Transportation","Transportation, Science and Engineering, Professional Services, Data and Analytics, Artificial Intelligence (AI), Compliance, Information Technology, Legal, Risk Management, SaaS, Software, Supply Chain Management",182000000,3,60666666,2,debt_financing,2022-08-31,39.0,1.0,United States,New York,New York,,,False,,,,,True,2,63352387.0,0.8
55.0,108.6,Media,Consumer Products and Services (B2C),,"New York, NY",United States,2025-05-01,,PE Growth/Expansion,444.0,,,,r_00050000,,"Media and Entertainment, Music, Printing, Publishing",0,0,0,0,,,,,United States,,,2002.0,23.0,False,,,,,True,1,,
435.0,578.0,Commercial Transportation,Business Products and Services (B2B),Industrials,"Saint Louis, MO",United States,2001-09-20,578.0,Merger/Acquisition,400.0,,,,r_00001000,,"Advertising, Digital Marketing, Marketing",0,0,0,0,,,,,United States,,,2009.0,16.0,False,,,,,True,1,,
780.0,650.0,Healthcare Services,Healthcare,Industrials,"Franklin, TN",United States,2016-04-29,650.0,Buyout/LBO,5001.0,,,,,,"Health Care, Medical, Public Safety",0,0,0,0,,,,,United States,,,2005.0,20.0,False,,,,,True,1,,
13.01,4300.0,Software,Information Technology,"Gaming, Cryptocurrency/Blockchain","Saint Mande, France",France,2024-01-01,,Accelerator/Incubator,178.0,146.0,c_00101_00250,,r_00010000,"Soccer, Gaming, Fantasy Sports, Cryptocurrency, Blockchain, Blockchain and Cryptocurrency, Financial Services, Payments, Software, Sports","Sports, Software, Payments, Other, Financial Services, Blockchain and Cryptocurrency, Blockchain, Cryptocurrency, Fantasy Sports, Gaming, Soccer",739245791,4,184811447,51,series_b,2021-09-20,50.0,3.0,France,Ile-de-France,Paris,2018.0,7.0,False,,,,,True,2,33076048.0,0.85
1100.0,2216.64,Communications and Networking,Information Technology,"Industrials, Manufacturing, TMT","San Jose, CA",United States,2018-07-02,2216.64,Merger/Acquisition,8000.0,,,,r_00500000,,"Communications Infrastructure, Enterprise Software, Video",0,0,0,0,,,,,United States,,,1990.0,35.0,True,,nasdaq,,,True,2,,
3.05,,Retail,Consumer Products and Services (B2C),"TMT, E-Commerce","Kilmacanoge, Ireland",Ireland,2009-06-30,,Merger/Acquisition,6.0,,,,,,"Payments, Software",0,0,0,0,,,,,Ireland,,,,,False,,,,,True,1,,
63.0,280.16,Software,Information Technology,"SaaS, CleanTech","Hayward, CA",United States,2024-04-01,,Accelerator/Incubator,150.0,,,,r_00010000,,"Automotive, Enterprise Software, Hardware, Manufacturing, Mechanical Engineering",0,0,0,0,,,,,United States,,,,,False,,,,,True,1,,
119.51,200.0,Computer Hardware,Information Technology,TMT,"Emeryville, CA",United States,2007-02-07,200.0,Merger/Acquisition,326.0,,,,,,"Communication Hardware, Internet, Network Hardware, Software",0,0,0,0,,,,,United States,,,1986.0,39.0,True,,nasdaq,,,True,3,,
6.3,25.0,Media,Consumer Products and Services (B2C),"SaaS, FoodTech, TMT","San Francisco, CA",United States,2007-07-19,25.0,Merger/Acquisition,90.0,,,,r_00000000,,"Communities, Cooking, E-Commerce, Food and Beverage, Food Delivery",0,0,0,0,,,,,United States,,,1997.0,28.0,False,,,,,True,1,,
74.49,3000.0,Software,Information Technology,"TMT, Mobile, SaaS","London, United Kingdom",United Kingdom,2019-11-08,,Buyout/LBO,294.0,,,,r_00050000,,"Dating, Internet, Social Media",0,0,0,0,,,,,United Kingdom,,,,,False,,,,,True,2,,
150.0,1100.0,Media,Consumer Products and Services (B2C),"InsurTech, Mobile, FinTech, Industrials","Austin, TX",United States,,,Secondary Transaction - Private,290.0,,,,r_00100000,,"Insurance, Marketplace, Price Comparison, Search Engine",0,0,0,0,,,,,United States,,,,,False,,,,,True,1,,
3.78,200.0,Services (Non-Financial),Consumer Products and Services (B2C),"Real Estate Technology, SaaS, TMT","Bengaluru, India",India,2016-01-07,200.0,Merger/Acquisition,900.0,,,,r_00050000,,"Commercial Real Estate, Intellectual Property, Real Estate",0,0,0,0,,,,,India,,,2007.0,18.0,False,,,,,True,1,,
266.11,4.0,Transportation,Consumer Products and Services (B2C),"SaaS, Mobile, Industrials, Ridesharing, Mobility Tech","Bengaluru, India",India,,,Secondary Transaction - Private,26574.0,,,,r_00100000,,"Apps, Mobile, Ride Sharing, Transportation",0,0,0,0,,,,,India,,,2010.0,15.0,False,,,,,True,4,,
54.63,284.62,Software,Information Technology,"Mobile, Gaming, Virtual Reality","London, United Kingdom",United Kingdom,2024-12-31,,Secondary Transaction - Private,173.0,,,,r_00010000,,"Android, Gaming, Mobile, PC Games, Video Games",0,0,0,0,,,,,United Kingdom,,,,,False,,,,,True,1,,
240.0,618.5,IT Services,Information Technology,Cybersecurity,"Broomfield, CO",United States,2022-07-01,,Secondary Transaction - Private,394.0,,,,r_00100000,,"Computer, Cyber Security, Information Technology, Security, Software",0,0,0,0,,,,,United States,,,,,False,,,,,True,1,,
25.4,396.9,Software,Information Technology,"SaaS, Mobile","San Mateo, CA",United States,2021-01-01,,Accelerator/Incubator,135.0,,c_00011_00050,,r_00001000,"SaaS, Machine Learning, Field Support, Enterprise Software, Enterprise Applications, Cloud Computing, Artificial Intelligence (AI), Apps, Data and Analytics, Internet Services, Professional Services, Science and Engineering, Software","Software, Science and Engineering, Professional Services, Internet Services, Data and Analytics, Apps, Artificial Intelligence (AI), Cloud Computing, Enterprise Applications, Enterprise Software, Field Support, Machine Learning, SaaS",120000000,4,40000000,21,series_c,2020-01-15,70.0,4.0,United States,California,San Mateo,,,False,,,,,True,2,37026229.0,0.55
244.97,2100.0,IT Services,Information Technology,TMT,"San Jose, CA",United States,2007-01-23,2100.0,Merger/Acquisition,505.0,,,,r_10000000,,"Hardware, Software, Telecommunications",0,0,0,0,,,,,United States,,,1996.0,29.0,True,,,,,True,3,,
1.94,18.05,Software,Information Technology,SaaS,"Paris, France",France,2012-02-09,18.05,Merger/Acquisition,37.0,,,,r_00001000,,"Analytics, Business Intelligence, Digital Media, Publishing, Social Media",0,0,0,0,,,,,France,,,2005.0,20.0,False,,,,,True,2,,
9.8,713.0,Other Financial Services,Financial Services,"FinTech, Mobile, TMT","Chicago, IL",United States,2018-02-01,0.16,Grant,500.0,,,,r_10000000,,"E-Commerce Platforms, FinTech, Mobile Payments, Transaction Processing",0,0,0,0,,,,,United States,,,1998.0,27.0,True,,nasdaq,,,True,2,,
79.93,135.0,Communications and Networking,Information Technology,TMT,"San Francisco, CA",United States,2002-03-22,135.0,Merger/Acquisition,1090.0,,,,,,"Local, Telecommunications, Web Hosting",0,0,0,0,,,,,United States,,,1997.0,28.0,False,,,,,True,2,,
15.0,1000.0,Software,Information Technology,"Artificial Intelligence & Machine Learning, Mobile, TMT, EdTech","San Francisco, CA",United States,2024-12-10,77.7,Later Stage VC,90.0,237.0,c_00051_00100,,r_00001000,"Speech Recognition, Language Learning, E-Learning, Artificial Intelligence (AI), Data and Analytics, Education, Science and Engineering, Software","Software, Science and Engineering, Education, Data and Analytics, Artificial Intelligence (AI), E-Learning, Language Learning, Speech Recognition",152000000,6,30400000,20,series_c,2024-12-10,11.0,4.0,United States,California,San Francisco,,,False,,,,,True,2,41960654.0,0.9
40.0,900.0,Software,Information Technology,Cybersecurity,"San Francisco, CA",United States,2024-04-02,150.0,Later Stage VC,422.0,429.0,c_00251_00500,,r_00010000,,"Privacy and Security, Information Technology, Data and Analytics, Analytics, Cyber Security, Network Security, Security, Software",309200000,6,61840000,16,series_e,2024-04-30,19.0,5.0,United States,California,San Francisco,,,False,,,,,True,4,66942902.0,0.9
11.18,71.3,Software,Information Technology,"TMT, Cybersecurity, Mobile","Kfar Netter, Israel",Israel,2015-07-30,71.3,Merger/Acquisition,105.0,,,,,,"Internet of Things, Network Security, Security",0,0,0,0,,,,,Israel,,,2000.0,25.0,False,,,,,True,2,,
60.0,550.0,Software,Information Technology,Mobile,"San Francisco, CA",United States,,,Early Stage VC,156.0,,,,r_00001000,,"Audio, Audio/Visual Equipment, Training, Unified Communications",0,0,0,0,,,,,United States,,,,,False,,,,,True,1,,
